DATE,DEXUSAL
2015-04-24,0.7825
2015-04-25,0.7859
2015-04-26,0.7859
2015-04-27,0.7859
2015-04-28,0.8017
2015-04-29,0.8065
2015-04-30,0.7867
2015-05-01,0.7813
2015-05-02,0.7839
2015-05-03,0.7839
2015-05-04,0.7839
2015-05-05,0.7941
2015-05-06,0.8005
2015-05-07,0.7914
2015-05-08,0.7914
2015-05-09,0.7899
2015-05-10,0.7899
2015-05-11,0.7899
2015-05-12,0.7989
2015-05-13,0.8118
2015-05-14,0.8082
2015-05-15,0.8053
2015-05-16,0.8001
2015-05-17,0.8001
2015-05-18,0.8001
2015-05-19,0.7918
2015-05-20,0.7877
2015-05-21,0.7888
2015-05-22,0.7828
2015-05-23,0.7738
2015-05-24,0.7738
2015-05-25,0.7738
2015-05-26,0.7738
2015-05-27,0.7712
2015-05-28,0.7631
2015-05-29,0.7659
2015-05-30,0.7613
2015-05-31,0.7613
2015-06-01,0.7613
2015-06-02,0.7748
2015-06-03,0.7803
2015-06-04,0.7673
2015-06-05,0.7622
2015-06-06,0.765
2015-06-07,0.765
2015-06-08,0.765
2015-06-09,0.7685
2015-06-10,0.7749
2015-06-11,0.7726
2015-06-12,0.7742
2015-06-13,0.7767
2015-06-14,0.7767
2015-06-15,0.7767
2015-06-16,0.7753
2015-06-17,0.7667
2015-06-18,0.7831
2015-06-19,0.7758
2015-06-20,0.7745
2015-06-21,0.7745
2015-06-22,0.7745
2015-06-23,0.7739
2015-06-24,0.7689
2015-06-25,0.7741
2015-06-26,0.765
2015-06-27,0.7677
2015-06-28,0.7677
2015-06-29,0.7677
2015-06-30,0.7704
2015-07-01,0.7664
2015-07-02,0.763
2015-07-03,0.7521
2015-07-04,0.7521
2015-07-05,0.7521
2015-07-06,0.7521
2015-07-07,0.7435
2015-07-08,0.7445
2015-07-09,0.7438
2015-07-10,0.7427
2015-07-11,0.7407
2015-07-12,0.7407
2015-07-13,0.7407
2015-07-14,0.745
2015-07-15,0.7366
2015-07-16,0.743
2015-07-17,0.7371
2015-07-18,0.738
2015-07-19,0.738
2015-07-20,0.738
2015-07-21,0.7429
2015-07-22,0.7368
2015-07-23,0.7375
2015-07-24,0.7279
2015-07-25,0.7304
2015-07-26,0.7304
2015-07-27,0.7304
2015-07-28,0.7325
2015-07-29,0.7307
2015-07-30,0.7278
2015-07-31,0.7332
2015-08-01,0.7277
2015-08-02,0.7277
2015-08-03,0.7277
2015-08-04,0.7419
2015-08-05,0.7346
2015-08-06,0.7343
2015-08-07,0.7393
2015-08-08,0.7404
2015-08-09,0.7404
2015-08-10,0.7404
2015-08-11,0.7288
2015-08-12,0.7375
2015-08-13,0.7361
2015-08-14,0.7376
2015-08-15,0.7386
2015-08-16,0.7386
2015-08-17,0.7386
2015-08-18,0.7334
2015-08-19,0.7316
2015-08-20,0.7357
2015-08-21,0.7343
2015-08-22,0.7202
2015-08-23,0.7202
2015-08-24,0.7202
2015-08-25,0.7183
2015-08-26,0.7087
2015-08-27,0.7179
2015-08-28,0.7129
2015-08-29,0.71
2015-08-30,0.71
2015-08-31,0.71
2015-09-01,0.7036
2015-09-02,0.7011
2015-09-03,0.7025
2015-09-04,0.6917
2015-09-05,0.7023
2015-09-06,0.7023
2015-09-07,0.7023
2015-09-08,0.7023
2015-09-09,0.7024
2015-09-10,0.7086
2015-09-11,0.7074
2015-09-12,0.7137
2015-09-13,0.7137
2015-09-14,0.7137
2015-09-15,0.7092
2015-09-16,0.7186
2015-09-17,0.7147
2015-09-18,0.7222
2015-09-19,0.7125
2015-09-20,0.7125
2015-09-21,0.7125
2015-09-22,0.7078
2015-09-23,0.7004
2015-09-24,0.6998
2015-09-25,0.7014
2015-09-26,0.7005
2015-09-27,0.7005
2015-09-28,0.7005
2015-09-29,0.7007
2015-09-30,0.702
2015-10-01,0.7044
2015-10-02,0.7025
2015-10-03,0.7088
2015-10-04,0.7088
2015-10-05,0.7088
2015-10-06,0.7143
2015-10-07,0.7213
2015-10-08,0.7225
2015-10-09,0.7328
2015-10-10,0.7283
2015-10-11,0.7283
2015-10-12,0.7283
2015-10-13,0.7283
2015-10-14,0.7256
2015-10-15,0.7316
2015-10-16,0.7261
2015-10-17,0.7254
2015-10-18,0.7254
2015-10-19,0.7254
2015-10-20,0.7256
2015-10-21,0.7226
2015-10-22,0.722
2015-10-23,0.7215
2015-10-24,0.7262
2015-10-25,0.7262
2015-10-26,0.7262
2015-10-27,0.7233
2015-10-28,0.7143
2015-10-29,0.7081
2015-10-30,0.7133
2015-10-31,0.7141
2015-11-01,0.7141
2015-11-02,0.7141
2015-11-03,0.7173
2015-11-04,0.7148
2015-11-05,0.7148
2015-11-06,0.7034
2015-11-07,0.7046
2015-11-08,0.7046
2015-11-09,0.7046
2015-11-10,0.703
2015-11-11,0.7116
2015-11-12,0.7116
2015-11-13,0.7118
2015-11-14,0.7085
2015-11-15,0.7085
2015-11-16,0.7085
2015-11-17,0.7115
2015-11-18,0.7078
2015-11-19,0.7208
2015-11-20,0.7233
2015-11-21,0.7188
2015-11-22,0.7188
2015-11-23,0.7188
2015-11-24,0.7241
2015-11-25,0.7246
2015-11-26,0.7192
2015-11-27,0.7192
2015-11-28,0.7235
2015-11-29,0.7235
2015-11-30,0.7235
2015-12-01,0.732
2015-12-02,0.7309
2015-12-03,0.731
2015-12-04,0.7346
2015-12-05,0.7268
2015-12-06,0.7268
2015-12-07,0.7268
2015-12-08,0.7211
2015-12-09,0.7204
2015-12-10,0.7299
2015-12-11,0.7214
2015-12-12,0.7258
2015-12-13,0.7258
2015-12-14,0.7258
2015-12-15,0.7176
2015-12-16,0.7207
2015-12-17,0.71
2015-12-18,0.7197
2015-12-19,0.7172
2015-12-20,0.7172
2015-12-21,0.7172
2015-12-22,0.7231
2015-12-23,0.7221
2015-12-24,0.7269
2015-12-25,0.7262
2015-12-26,0.7262
2015-12-27,0.7262
2015-12-28,0.7262
2015-12-29,0.7293
2015-12-30,0.7284
2015-12-31,0.7286
2016-01-01,0.7166
2016-01-02,0.7166
2016-01-03,0.7166
2016-01-04,0.7166
2016-01-05,0.7151
2016-01-06,0.707
2016-01-07,0.7025
2016-01-08,0.6976
2016-01-09,0.6992
2016-01-10,0.6992
2016-01-11,0.6992
2016-01-12,0.6975
2016-01-13,0.6996
2016-01-14,0.698
2016-01-15,0.6864
2016-01-16,0.6929
2016-01-17,0.6929
2016-01-18,0.6929
2016-01-19,0.6929
2016-01-20,0.6855
2016-01-21,0.7003
2016-01-22,0.7014
2016-01-23,0.697
2016-01-24,0.697
2016-01-25,0.697
2016-01-26,0.7005
2016-01-27,0.7074
2016-01-28,0.7085
2016-01-29,0.7071
2016-01-30,0.7084
2016-01-31,0.7084
2016-02-01,0.7084
2016-02-02,0.7058
2016-02-03,0.7134
2016-02-04,0.7216
2016-02-05,0.7084
2016-02-06,0.7103
2016-02-07,0.7103
2016-02-08,0.7103
2016-02-09,0.7065
2016-02-10,0.7089
2016-02-11,0.7096
2016-02-12,0.7098
2016-02-13,0.7103
2016-02-14,0.7103
2016-02-15,0.7103
2016-02-16,0.7103
2016-02-17,0.7168
2016-02-18,0.715
2016-02-19,0.7125
2016-02-20,0.7238
2016-02-21,0.7238
2016-02-22,0.7238
2016-02-23,0.7209
2016-02-24,0.7177
2016-02-25,0.7208
2016-02-26,0.713
2016-02-27,0.7152
2016-02-28,0.7152
2016-02-29,0.7152
2016-03-01,0.7172
2016-03-02,0.7268
2016-03-03,0.736
2016-03-04,0.7425
2016-03-05,0.7467
2016-03-06,0.7467
2016-03-07,0.7467
2016-03-08,0.7451
2016-03-09,0.7528
2016-03-10,0.7444
2016-03-11,0.7572
2016-03-12,0.7515
2016-03-13,0.7515
2016-03-14,0.7515
2016-03-15,0.7465
2016-03-16,0.7435
2016-03-17,0.7637
2016-03-18,0.7618
2016-03-19,0.7594
2016-03-20,0.7594
2016-03-21,0.7594
2016-03-22,0.7625
2016-03-23,0.7533
2016-03-24,0.7516
2016-03-25,0.7518
2016-03-26,0.7549
2016-03-27,0.7549
2016-03-28,0.7549
2016-03-29,0.7567
2016-03-30,0.7667
2016-03-31,0.7677
2016-04-01,0.7672
2016-04-02,0.7614
2016-04-03,0.7614
2016-04-04,0.7614
2016-04-05,0.7519
2016-04-06,0.7613
2016-04-07,0.7504
2016-04-08,0.7554
2016-04-09,0.7599
2016-04-10,0.7599
2016-04-11,0.7599
2016-04-12,0.7659
2016-04-13,0.7649
2016-04-14,0.7705
2016-04-15,0.7717
2016-04-16,0.7746
2016-04-17,0.7746
2016-04-18,0.7746
2016-04-19,0.7806
2016-04-20,0.7817
2016-04-21,0.7758
2016-04-22,0.7713
2016-04-23,0.7717
2016-04-24,0.7717
2016-04-25,0.7717
2016-04-26,0.7741
2016-04-27,0.7594
2016-04-28,0.7635
2016-04-29,0.7612
2016-04-30,0.7641
2016-05-01,0.7641
2016-05-02,0.7641
2016-05-03,0.7492
2016-05-04,0.7454
2016-05-05,0.7465
2016-05-06,0.7358
2016-05-07,0.7323
2016-05-08,0.7323
2016-05-09,0.7323
2016-05-10,0.7351
2016-05-11,0.7398
2016-05-12,0.7314
2016-05-13,0.7273
2016-05-14,0.73
2016-05-15,0.73
2016-05-16,0.73
2016-05-17,0.7352
2016-05-18,0.7285
2016-05-19,0.7213
2016-05-20,0.7215
2016-05-21,0.7203
2016-05-22,0.7203
2016-05-23,0.7203
2016-05-24,0.7184
2016-05-25,0.7186
2016-05-26,0.7227
2016-05-27,0.7205
2016-05-28,0.7242
2016-05-29,0.7242
2016-05-30,0.7242
2016-05-31,0.7242
2016-06-01,0.7242
2016-06-02,0.7225
2016-06-03,0.7339
2016-06-04,0.7362
2016-06-05,0.7362
2016-06-06,0.7362
2016-06-07,0.7452
2016-06-08,0.7479
2016-06-09,0.7431
2016-06-10,0.7395
2016-06-11,0.7394
2016-06-12,0.7394
2016-06-13,0.7394
2016-06-14,0.736
2016-06-15,0.7404
2016-06-16,0.7312
2016-06-17,0.7385
2016-06-18,0.7458
2016-06-19,0.7458
2016-06-20,0.7458
2016-06-21,0.7461
2016-06-22,0.7491
2016-06-23,0.7598
2016-06-24,0.7451
2016-06-25,0.7357
2016-06-26,0.7357
2016-06-27,0.7357
2016-06-28,0.7353
2016-06-29,0.7444
2016-06-30,0.7432
2016-07-01,0.7485
2016-07-02,0.7456
2016-07-03,0.7456
2016-07-04,0.7456
2016-07-05,0.7456
2016-07-06,0.7511
2016-07-07,0.7488
2016-07-08,0.7559
2016-07-09,0.7534
2016-07-10,0.7534
2016-07-11,0.7534
2016-07-12,0.7631
2016-07-13,0.7624
2016-07-14,0.7632
2016-07-15,0.7587
2016-07-16,0.7597
2016-07-17,0.7597
2016-07-18,0.7597
2016-07-19,0.7496
2016-07-20,0.7486
2016-07-21,0.7497
2016-07-22,0.7453
2016-07-23,0.7458
2016-07-24,0.7458
2016-07-25,0.7458
2016-07-26,0.7516
2016-07-27,0.746
2016-07-28,0.7511
2016-07-29,0.7599
2016-07-30,0.7567
2016-07-31,0.7567
2016-08-01,0.7567
2016-08-02,0.7611
2016-08-03,0.7592
2016-08-04,0.7637
2016-08-05,0.7615
2016-08-06,0.7656
2016-08-07,0.7656
2016-08-08,0.7656
2016-08-09,0.7677
2016-08-10,0.7717
2016-08-11,0.771
2016-08-12,0.7669
2016-08-13,0.7687
2016-08-14,0.7687
2016-08-15,0.7687
2016-08-16,0.7697
2016-08-17,0.7619
2016-08-18,0.7684
2016-08-19,0.762
2016-08-20,0.7629
2016-08-21,0.7629
2016-08-22,0.7629
2016-08-23,0.7632
2016-08-24,0.7605
2016-08-25,0.7611
2016-08-26,0.7614
2016-08-27,0.7576
2016-08-28,0.7576
2016-08-29,0.7576
2016-08-30,0.7516
2016-08-31,0.7519
2016-09-01,0.7542
2016-09-02,0.7557
2016-09-03,0.7674
2016-09-04,0.7674
2016-09-05,0.7674
2016-09-06,0.7674
2016-09-07,0.7675
2016-09-08,0.7666
2016-09-09,0.7549
2016-09-10,0.7526
2016-09-11,0.7526
2016-09-12,0.7526
2016-09-13,0.747
2016-09-14,0.7485
2016-09-15,0.7512
2016-09-16,0.7489
2016-09-17,0.756
2016-09-18,0.756
2016-09-19,0.756
2016-09-20,0.7552
2016-09-21,0.7589
2016-09-22,0.7644
2016-09-23,0.7621
2016-09-24,0.7642
2016-09-25,0.7642
2016-09-26,0.7642
2016-09-27,0.7658
2016-09-28,0.7659
2016-09-29,0.7676
2016-09-30,0.7667
2016-10-01,0.7664
2016-10-02,0.7664
2016-10-03,0.7664
2016-10-04,0.7644
2016-10-05,0.7618
2016-10-06,0.758
2016-10-07,0.7556
2016-10-08,0.7545
2016-10-09,0.7545
2016-10-10,0.7545
2016-10-11,0.7545
2016-10-12,0.7553
2016-10-13,0.7558
2016-10-14,0.761
2016-10-15,0.7626
2016-10-16,0.7626
2016-10-17,0.7626
2016-10-18,0.7679
2016-10-19,0.7715
2016-10-20,0.764
2016-10-21,0.7597
2016-10-22,0.7603
2016-10-23,0.7603
2016-10-24,0.7603
2016-10-25,0.7652
2016-10-26,0.7657
2016-10-27,0.7606
2016-10-28,0.7578
2016-10-29,0.7611
2016-10-30,0.7611
2016-10-31,0.7611
2016-11-01,0.7659
2016-11-02,0.7667
2016-11-03,0.7681
2016-11-04,0.7669
2016-11-05,0.77
2016-11-06,0.77
2016-11-07,0.77
2016-11-08,0.7733
2016-11-09,0.7674
2016-11-10,0.759
2016-11-11,0.7532
2016-11-12,0.7532
2016-11-13,0.7532
2016-11-14,0.7532
2016-11-15,0.754
2016-11-16,0.7492
2016-11-17,0.7455
2016-11-18,0.7345
2016-11-19,0.7357
2016-11-20,0.7357
2016-11-21,0.7357
2016-11-22,0.7388
2016-11-23,0.7391
2016-11-24,0.7425
2016-11-25,0.7425
2016-11-26,0.7478
2016-11-27,0.7478
2016-11-28,0.7478
2016-11-29,0.7469
2016-11-30,0.7387
2016-12-01,0.7411
2016-12-02,0.7445
2016-12-03,0.7476
2016-12-04,0.7476
2016-12-05,0.7476
2016-12-06,0.7454
2016-12-07,0.7479
2016-12-08,0.7448
2016-12-09,0.7442
2016-12-10,0.7486
2016-12-11,0.7486
2016-12-12,0.7486
2016-12-13,0.7494
2016-12-14,0.7512
2016-12-15,0.7343
2016-12-16,0.7298
2016-12-17,0.7264
2016-12-18,0.7264
2016-12-19,0.7264
2016-12-20,0.7252
2016-12-21,0.7244
2016-12-22,0.7216
2016-12-23,0.7174
2016-12-24,0.7189
2016-12-25,0.7189
2016-12-26,0.7189
2016-12-27,0.7189
2016-12-28,0.7185
2016-12-29,0.722
2016-12-30,0.723
2016-12-31,0.7231
2017-01-01,0.7231
2017-01-02,0.7231
2017-01-03,0.7231
2017-01-04,0.727
2017-01-05,0.7334
2017-01-06,0.7305
2017-01-07,0.7364
2017-01-08,0.7364
2017-01-09,0.7364
2017-01-10,0.737
2017-01-11,0.74
2017-01-12,0.7508
2017-01-13,0.7481
2017-01-14,0.754
2017-01-15,0.754
2017-01-16,0.754
2017-01-17,0.754
2017-01-18,0.7553
2017-01-19,0.7545
2017-01-20,0.7564
2017-01-21,0.7564
2017-01-22,0.7564
2017-01-23,0.7564
2017-01-24,0.7584
2017-01-25,0.7565
2017-01-26,0.7531
2017-01-27,0.7549
2017-01-28,0.7556
2017-01-29,0.7556
2017-01-30,0.7556
2017-01-31,0.7582
2017-02-01,0.7564
2017-02-02,0.7673
2017-02-03,0.7686
2017-02-04,0.7641
2017-02-05,0.7641
2017-02-06,0.7641
2017-02-07,0.7636
2017-02-08,0.7648
2017-02-09,0.7623
2017-02-10,0.7686
2017-02-11,0.7644
2017-02-12,0.7644
2017-02-13,0.7644
2017-02-14,0.7638
2017-02-15,0.7698
2017-02-16,0.7694
2017-02-17,0.7657
2017-02-18,0.7672
2017-02-19,0.7672
2017-02-20,0.7672
2017-02-21,0.7672
2017-02-22,0.7683
2017-02-23,0.7716
2017-02-24,0.7681
2017-02-25,0.7693
2017-02-26,0.7693
2017-02-27,0.7693
2017-02-28,0.7686
2017-03-01,0.7664
2017-03-02,0.7578
2017-03-03,0.7559
2017-03-04,0.7583
2017-03-05,0.7583
2017-03-06,0.7583
2017-03-07,0.7603
2017-03-08,0.7544
2017-03-09,0.7517
2017-03-10,0.7531
2017-03-11,0.7581
2017-03-12,0.7581
2017-03-13,0.7581
2017-03-14,0.7575
2017-03-15,0.7593
2017-03-16,0.7673
2017-03-17,0.769
2017-03-18,0.7733
2017-03-19,0.7733
2017-03-20,0.7733
2017-03-21,0.7717
2017-03-22,0.7674
2017-03-23,0.7644
2017-03-24,0.7619
2017-03-25,0.7623
2017-03-26,0.7623
2017-03-27,0.7623
2017-03-28,0.7651
2017-03-29,0.766
2017-03-30,0.7666
2017-03-31,0.7638
2017-04-01,0.7601
2017-04-02,0.7601
2017-04-03,0.7601
2017-04-04,0.7567
2017-04-05,0.7575
2017-04-06,0.7549
2017-04-07,0.7516
2017-04-08,0.75
2017-04-09,0.75
2017-04-10,0.75
2017-04-11,0.7497
2017-04-12,0.7485
2017-04-13,0.7585
2017-04-14,0.7575
2017-04-15,0.7604
2017-04-16,0.7604
2017-04-17,0.7604
2017-04-18,0.7553
2017-04-19,0.75
2017-04-20,0.754
2017-04-21,0.7539
2017-04-22,0.7558
2017-04-23,0.7558
2017-04-24,0.7558
2017-04-25,0.7538
2017-04-26,0.7462
2017-04-27,0.7452
2017-04-28,0.7475
2017-04-29,0.7534
2017-04-30,0.7534
2017-05-01,0.7534
2017-05-02,0.7523
2017-05-03,0.7451
2017-05-04,0.7403
2017-05-05,0.7414
2017-05-06,0.7386
2017-05-07,0.7386
2017-05-08,0.7386
2017-05-09,0.7352
2017-05-10,0.7383
2017-05-11,0.7374
2017-05-12,0.7397
2017-05-13,0.7425
2017-05-14,0.7425
2017-05-15,0.7425
2017-05-16,0.7429
2017-05-17,0.7426
